nutzungsart;vermarktungsart;objektart;neubau;plz;ort;strasse;wohnflaeche;grundstuecksflaeche;anzahl_zimmer;anzahl_schlafzimmer;anzahl_badezimmer;Ursprünglicher Angebotspreis;Angebotspreis;Realer Kaufpreis;baujahr;zustand;etagen_zahl;balkon;terrasse;unterkellert;energieausweisbaujahr;auftragvon;auftragbis;auftragsart;verkauft_am
wohnen;kauf;haus;0;97506;Grafenrheinfeld;;263.6;424.0;9.0;0;0;0;429000.0;;1973;;0;1;1;NEIN;1972;;;;
wohnen;kauf;haus;0;91483;Oberscheinfeld;;446.0;328.0;13.0;0;0;0;289000.0;;;Teil- oder vollrenovierungsbedürftig;3;1;0;JA;;;;;
wohnen;kauf;haus;0;97493;Bergrheinfeld;;201.0;387.0;7.0;0;2;0;369500.0;;1958;Teil- oder vollrenoviert;0;1;1;JA;1958;;;;
wohnen;kauf;haus;0;97447;Gerolzhofen;;134.0;0;4.0;0;0;0;219000.0;;;Projektiert;0;0;0;NEIN;;;;;
wohnen;kauf;haus;0;97447;Gerolzhofen;;170.0;0;6.0;0;0;0;249000.0;;;Projektiert;0;0;0;NEIN;;;;;
wohnen;kauf;haus;0;97996;Niederstetten;;144.0;652.0;5.0;0;0;0;271990.0;;;Erstbezug;2;0;1;NEIN;2020;;;;
wohnen;kauf;haus;0;97877;Wertheim;;187.0;505.0;5.0;0;2;0;179000.0;;1969;;0;0;0;JA;1969;;;;
wohnen;kauf;haus;0;97516;Oberschwarzach;;140.0;700.0;5.0;3;1;0;302000.0;;;Projektiert;0;0;0;NEIN;;;;;
wohnen;kauf;haus;0;97516;Oberschwarzach;;197.0;696.0;5.5;3;2;0;418000.0;;;Projektiert;0;0;0;NEIN;;;;;
wohnen;kauf;haus;0;97993;Creglingen;;158.0;545.0;6.0;0;1;0;295000.0;;1830;Altbau;0;0;1;JA;1830;;;;
wohnen;kauf;haus;0;97516;Oberschwarzach;;245.0;770.0;10.0;0;0;0;;;1943;Altbau;2;0;0;JA;1943;;;;
wohnen;kauf;haus;0;97516;Oberschwarzach;;143.0;985.0;6.0;4;2;0;149000.0;;;Teil- oder vollrenoviert;0;0;0;JA;;;;;
wohnen;kauf;haus;0;97516;Oberschwarzach;;270.0;918.0;7.0;4;2;0;475000.0;;1981;;0;1;1;JA;1981;;;;
wohnen;kauf;haus;0;97525;Schwebheim;;287.3;799.0;0;0;1;0;498000.0;;;;3;1;1;JA;1971;;;;
wohnen;kauf;haus;0;97525;Schwebheim;;110.0;429.0;5.0;0;0;0;298000.0;;1962;;0;0;0;NEIN;1962;;;;
wohnen;kauf;haus;0;97900;Külsheim;;173.0;731.0;5.0;0;0;0;472276.0;;;;0;0;0;NEIN;;;;;
wohnen;kauf;haus;0;97953;Königheim;;380.0;2900.0;10.0;0;0;0;360000.0;;;;0;0;0;NEIN;;;;;
wohnen;kauf;haus;0;97816;Lohr;;130.0;800.0;4.0;0;0;0;419190.0;;;Projektiert;0;0;0;JA;;;;;
wohnen;kauf;haus;0;97816;Lohr;;129.0;800.0;4.0;0;0;0;517737.0;;;Projektiert;0;0;0;JA;;;;;
wohnen;kauf;haus;0;97907;Hasloch;;170.0;0;6.0;0;0;0;329000.0;;2020;Projektiert;0;0;0;NEIN;2020;;;;
wohnen;kauf;haus;0;97907;Hasloch;;134.0;547.0;4.0;0;0;0;307000.0;;2020;Projektiert;0;0;0;NEIN;2020;;;;
wohnen;kauf;haus;0;97525;Schwebheim;;163.0;376.0;5.0;3;2;0;399000.0;;1978;Neuwertig;3;1;1;JA;1978;;;;
wohnen;kauf;haus;0;97525;Schwebheim;;210.0;869.0;9.0;0;4;0;598000.0;;1959;Neuwertig;0;1;1;JA;1959;;;;
wohnen;kauf;haus;0;97497;Dingolshausen;;169.0;599.0;7.0;0;0;0;369000.0;;1995;;0;0;0;JA;1995;;;;
wohnen;kauf;haus;0;91587;Adelshofen;;144.0;692.0;5.0;0;0;0;259990.0;;;Erstbezug;2;0;0;NEIN;2021;;;;
wohnen;kauf;haus;0;91587;Adelshofen;;142.0;815.0;4.0;0;0;0;263990.0;;;Erstbezug;2;0;0;NEIN;2021;;;;
wohnen;kauf;haus;0;97525;Schwebheim;;106.93;615.0;4.0;2;2;0;425000.0;;1990;Teil- oder vollrenoviert;0;0;1;JA;1990;;;;
wohnen;kauf;haus;0;91443;Scheinfeld;;120.0;668.0;5.0;3;2;0;545000.0;;2019;Neuwertig;0;0;1;NEIN;2019;;;;
wohnen;kauf;haus;0;97737;Gemünden;;131.0;0;0;0;0;0;;;;Projektiert;0;0;0;JA;;;;;
wohnen;kauf;haus;0;97737;Gemünden;;0;3308.0;0;0;0;0;87500.0;;;;0;0;0;NEIN;;;;;
wohnen;kauf;haus;0;97944;Boxberg;;50.0;239.0;3.0;0;0;0;57000.0;;;;0;0;1;NEIN;1824;;;;
wohnen;kauf;haus;0;97944;Boxberg;;140.0;628.0;5.0;3;1;0;311500.0;;;Projektiert;0;0;0;NEIN;;;;;
wohnen;kauf;haus;0;97529;Sulzheim;;159.0;661.0;6.0;0;0;0;372000.0;;2010;;0;0;1;JA;2010;;;;
wohnen;kauf;haus;0;97529;Sulzheim;;374.0;1670.0;9.0;0;0;0;529000.0;;;Entkernt;0;0;0;NEIN;1890;;;;
wohnen;kauf;haus;0;96160;Geiselwind;;0;1486.0;0;0;0;0;120000.0;;;Teil- oder vollrenovierungsbedürftig;0;0;0;NEIN;;;;;
wohnen;kauf;haus;0;96160;Geiselwind;;87.0;153.0;3.5;0;1;0;198500.0;;1965;Teil- oder vollsaniert;2;0;0;JA;1965;;;;
wohnen;kauf;haus;0;97852;Schollbrunn;;0;0;0;0;0;0;398000.0;;1967;;0;0;0;NEIN;1967;;;;
wohnen;kauf;haus;0;74736;Hardheim;;134.0;251.0;5.5;4;1;0;399900.0;;2021;Erstbezug;0;0;0;NEIN;2021;;;;
wohnen;kauf;haus;0;74736;Hardheim;;134.0;342.0;5.5;4;1;0;429900.0;;2021;Erstbezug;0;0;0;NEIN;2021;;;;
wohnen;kauf;haus;0;74736;Hardheim;;134.0;444.0;5.5;4;1;0;439900.0;;2021;Erstbezug;0;0;0;NEIN;2021;;;;
wohnen;kauf;haus;0;74736;Hardheim;;134.0;228.0;5.5;4;1;0;389900.0;;2021;Erstbezug;0;0;0;NEIN;2021;;;;
wohnen;kauf;haus;0;91443;Scheinfeld;;0;510.0;0;0;0;0;359000.0;;;;0;0;1;JA;;;;;
wohnen;kauf;haus;0;91443;Scheinfeld;;240.0;1300.0;7.0;4;2;0;398000.0;;1986;;0;1;1;JA;1986;;;;
wohnen;kauf;haus;0;96160;Geiselwind;;127.0;665.0;6.0;3;1;0;368000.0;;1980;;0;1;1;JA;1980;;;;
wohnen;kauf;haus;0;97996;Niederstetten;;230.0;111.0;8.0;0;0;0;180000.0;;1900;;0;0;1;JA;1900;;;;
wohnen;kauf;haus;0;97424;Schweinfurt;;170.0;145.0;6.0;0;2;0;527000.0;;2020;Erstbezug;0;1;1;JA;2020;;;;
wohnen;kauf;haus;0;97424;Schweinfurt;;125.0;425.0;5.0;3;2;0;349900.0;;1950;;0;1;1;JA;1950;;;;
wohnen;kauf;haus;0;91443;Scheinfeld;;991.07;2973.0;24.0;0;0;0;615500.0;;1900;Altbau;0;0;0;NEIN;1900;;;;
wohnen;kauf;haus;0;97996;Niederstetten;;140.0;517.0;5.0;3;1;0;309200.0;;;Projektiert;0;0;0;NEIN;;;;;
wohnen;kauf;haus;0;97497;Dingolshausen;;130.0;654.0;5.0;0;0;0;293000.0;;2021;Projektiert;0;0;0;NEIN;2021;;;;
wohnen;kauf;haus;0;97497;Dingolshausen;;109.0;654.0;4.0;0;0;0;260000.0;;2021;Projektiert;0;0;0;NEIN;2021;;;;
wohnen;kauf;haus;0;97737;Gemünden;;134.0;751.0;4.0;0;0;0;259000.0;;;Projektiert;0;0;0;NEIN;;;;;
wohnen;kauf;haus;0;97996;Niederstetten;;0;0;2.0;0;0;0;89000.0;;2010;;0;0;0;NEIN;2010;;;;
wohnen;kauf;haus;0;97508;Grettstadt;;161.7;797.0;6.0;0;0;0;350000.0;;1967;;2;1;1;JA;1967;;;;
wohnen;kauf;haus;0;97737;Gemünden;;135.0;903.0;6.0;0;0;0;294000.0;;;Projektiert;2;0;0;NEIN;;;;;
wohnen;kauf;haus;0;97529;Sulzheim;;330.0;4500.0;10.0;0;0;0;570000.0;;;;3;1;0;JA;;;;;
wohnen;kauf;haus;0;74736;Hardheim;;800.0;1116.0;31.0;2;2;0;549000.0;;1967;;0;1;0;JA;1967;;;;
wohnen;kauf;haus;0;74736;Hardheim;;136.0;875.0;5.0;3;1;0;300000.0;;1920;Teil- oder vollrenovierungsbedürftig;0;0;0;NEIN;1920;;;;
wohnen;kauf;haus;0;97996;Niederstetten;;110.0;303.0;5.5;0;0;0;210000.0;;1964;;0;1;1;NEIN;1964;;;;
wohnen;kauf;haus;0;74736;Hardheim;;110.0;469.0;7.0;6;1;0;28000.0;;1974;;0;0;0;NEIN;1974;;;;
wohnen;kauf;haus;0;74736;Hardheim;;120.0;914.0;5.0;4;3;0;85000.0;;1800;;0;0;0;NEIN;1800;;;;
wohnen;kauf;haus;0;96157;Ebrach;;370.0;8552.0;9.0;0;0;0;1950000.0;;1850;;0;0;0;NEIN;1850;;;;
wohnen;kauf;haus;0;97502;Euerbach;;110.0;310.0;0;0;0;0;;;;Projektiert;0;0;0;JA;;;;;
wohnen;kauf;haus;0;91628;Steinsfeld;;134.0;725.0;4.0;0;0;0;256990.0;;;Erstbezug;2;0;0;NEIN;2021;;;;
wohnen;kauf;haus;0;91628;Steinsfeld;;140.0;842.0;5.0;3;1;0;307500.0;;;Projektiert;0;0;0;NEIN;;;;;
wohnen;kauf;haus;0;97737;Gemünden;;170.0;735.0;6.0;0;0;0;340000.0;;1975;;3;0;0;NEIN;1975;;;;
wohnen;kauf;haus;0;97513;Michelau;;203.0;790.0;8.5;3;1;0;388900.0;;;Projektiert;0;0;0;NEIN;;;;;
wohnen;kauf;haus;0;97816;Lohr;;218.71;0;4.0;0;0;0;295000.0;;1910;;0;0;0;NEIN;1910;;;;
wohnen;kauf;haus;0;97737;Gemünden;;270.0;2233.0;11.0;0;0;0;320000.0;;1907;;5;1;1;NEIN;1907;;;;
wohnen;kauf;haus;0;97469;Gochsheim;;80.0;249.0;2.0;0;0;0;79000.0;;1930;Teil- oder vollrenovierungsbedürftig;2;0;0;NEIN;1965;;;;
wohnen;kauf;haus;0;97421;Schweinfurt;;700.0;0;0;0;0;0;;;1905;Neuwertig;0;0;0;JA;1905;;;;
wohnen;kauf;haus;0;97909;Stadtprozelten;;100.0;110.0;6.0;2;1;0;129900.0;;1850;;0;0;1;NEIN;2013;;;;
wohnen;kauf;haus;0;97421;Schweinfurt;;342.37;240.0;12.0;0;0;0;795000.0;;1972;;0;0;0;JA;1972;;;;
wohnen;kauf;haus;0;97909;Stadtprozelten;;71.0;50.0;4.0;0;0;0;65000.0;;1900;;0;0;0;NEIN;1900;;;;
wohnen;kauf;haus;0;97469;Gochsheim;;173.0;700.0;5.0;4;2;0;515000.0;;2021;Projektiert;0;0;0;NEIN;2021;;;;
wohnen;kauf;haus;0;97727;Fuchsstadt;;0;580.0;0;0;0;0;200000.0;;;;0;0;0;NEIN;;;;;
wohnen;kauf;haus;0;97959;Assamstadt;;179.0;1447.0;7.0;3;2;0;;;2016;Neuwertig;0;0;1;NEIN;2016;;;;
wohnen;kauf;haus;0;97499;Donnersdorf;;144.0;659.0;5.0;0;0;0;283000.0;;2020;Projektiert;0;0;0;NEIN;2020;;;;
wohnen;kauf;haus;0;97499;Donnersdorf;;150.0;659.0;5.0;0;0;0;290000.0;;2021;Projektiert;0;0;0;NEIN;2021;;;;
wohnen;kauf;haus;0;97421;Schweinfurt;;234.0;335.0;5.0;2;3;0;897000.0;;2017;Neuwertig;0;1;1;NEIN;2016;;;;
wohnen;kauf;haus;0;97421;Schweinfurt;;234.0;335.0;5.0;2;3;0;897000.0;;2017;Neuwertig;0;1;1;NEIN;2017;;;;
wohnen;kauf;haus;1;97526;Sennfeld;;180.0;800.0;4.0;0;0;0;298500.0;;1982;Neubau;0;1;1;NEIN;1982;;;;
wohnen;kauf;haus;0;97424;Schweinfurt;;104.0;507.0;3.0;2;1;0;320000.0;;1994;;0;0;0;NEIN;1994;;;;
wohnen;kauf;haus;0;97469;Gochsheim;;154.0;700.0;5.0;0;0;0;530000.0;;;Erstbezug;0;0;0;NEIN;;;;;
wohnen;kauf;haus;0;97737;Gemünden;;151.0;680.0;4.0;0;0;0;303500.0;;;Projektiert;0;0;0;NEIN;;;;;
wohnen;kauf;haus;0;97464;Niederwerrn;;295.0;590.0;11.0;0;0;0;599000.0;;1991;;2;0;0;NEIN;1991;;;;
wohnen;kauf;haus;0;96157;Ebrach;;0;1692.0;0;0;0;0;280000.0;;;;0;0;0;NEIN;1952;;;;
wohnen;kauf;haus;0;96157;Ebrach;;0;1692.0;0;0;0;0;280000.0;;;;0;0;0;NEIN;1952;;;;
wohnen;kauf;haus;0;97737;Gemünden;;170.0;725.0;6.5;0;0;0;240000.0;;1992;;0;0;0;NEIN;1992;;;;
wohnen;kauf;haus;0;97816;Lohr;;120.0;873.0;5.0;0;0;0;325000.0;;;Altbau;2;0;1;JA;;;;;
wohnen;kauf;haus;0;91628;Steinsfeld;;170.0;900.0;5.0;4;1;0;475000.0;;2021;Projektiert;0;0;0;JA;2021;;;;
wohnen;kauf;haus;0;97816;Lohr;;91.0;385.0;4.0;0;0;0;239000.0;;1959;Teil- oder vollrenoviert;0;1;1;JA;1960;;;;
wohnen;kauf;haus;0;97464;Niederwerrn;;168.0;968.0;5.0;3;2;0;623000.0;;1987;;0;1;1;JA;1987;;;;
wohnen;kauf;haus;0;97737;Gemünden;;104.0;766.0;5.0;0;0;0;279000.0;;2015;Neuwertig;1;0;1;NEIN;2015;;;;
wohnen;kauf;haus;0;97816;Lohr;;134.0;508.0;4.0;0;0;0;346000.0;;;Projektiert;0;0;0;JA;;;;;
wohnen;kauf;haus;0;97737;Gemünden;;526.0;15864.0;0;0;0;0;1595000.0;;1610;Teil- oder vollsaniert;0;0;1;NEIN;1990;;;;
wohnen;kauf;haus;0;97422;Schweinfurt;;106.0;513.0;4.5;0;0;0;315000.0;;1905;Altbau;2;0;1;JA;1905;;;;
wohnen;kauf;haus;0;96157;Ebrach;;105.0;770.0;4.0;2;1;0;268795.0;;2021;Projektiert;0;0;0;NEIN;2021;;;;
wohnen;kauf;haus;0;96157;Ebrach;;125.0;620.0;4.0;3;1;0;308000.0;;;Projektiert;0;0;0;NEIN;;;;;
wohnen;kauf;haus;0;97944;Boxberg;;432.0;567.0;16.0;0;0;0;327000.0;;1805;Altbau;0;0;0;NEIN;1805;;;;
wohnen;kauf;haus;0;96157;Ebrach;;154.0;770.0;5.0;2;1;0;314500.0;;2021;Projektiert;0;0;0;NEIN;2021;;;;
wohnen;kauf;haus;0;97737;Gemünden;;134.0;512.0;4.0;0;0;0;288000.0;;;Projektiert;0;0;0;JA;;;;;
wohnen;kauf;haus;0;96157;Ebrach;;154.0;900.0;5.0;2;1;0;321000.0;;2021;Projektiert;0;0;0;NEIN;2021;;;;
wohnen;kauf;haus;0;63930;Neunkirchen;;234.0;1899.0;0;0;0;0;369000.0;;2002;;0;0;0;NEIN;2002;;;;
wohnen;kauf;haus;0;97944;Boxberg;;168.0;1079.0;6.0;0;0;0;278000.0;;1980;;0;1;1;NEIN;1980;;;;
wohnen;kauf;haus;0;97737;Gemünden;;170.0;1115.0;6.0;0;0;0;407000.0;;;Projektiert;0;0;0;JA;;;;;
wohnen;kauf;haus;0;96157;Ebrach;;150.0;130.0;5.0;0;0;0;39000.0;;;;2;0;0;JA;;;;;
wohnen;kauf;haus;0;97727;Fuchsstadt;;380.0;536.0;15.0;0;0;0;379000.0;;1938;;0;0;0;NEIN;1938;;;;
wohnen;kauf;haus;0;97737;Gemünden;;120.0;776.0;4.5;0;0;0;320000.0;;1989;Teil- oder vollrenoviert;0;0;1;JA;1989;;;;
wohnen;kauf;haus;0;97737;Gemünden;;186.0;2229.0;7.0;0;0;0;306000.0;;1990;;2;1;1;NEIN;1990;;;;
wohnen;kauf;haus;0;97490;Poppenhausen;;220.0;680.0;7.0;3;2;0;250000.0;;1901;;0;0;1;JA;1901;;;;
wohnen;kauf;haus;0;97490;Poppenhausen;;210.0;680.0;8.0;8;1;0;249900.0;;1900;;0;0;0;NEIN;1900;;;;
wohnen;kauf;haus;0;97490;Poppenhausen;;210.0;680.0;7.0;0;0;0;235000.0;;1900;;0;0;0;JA;1900;;;;
wohnen;kauf;haus;0;97422;Schweinfurt;;170.0;934.0;6.0;0;0;0;593000.0;;;Projektiert;0;0;0;NEIN;;;;;
wohnen;kauf;haus;0;74746;Höpfingen;;140.0;395.0;5.0;3;1;0;280000.0;;;Projektiert;0;0;0;NEIN;;;;;
wohnen;kauf;haus;0;97422;Schweinfurt;;130.0;0;0;0;0;0;;;;;0;0;0;NEIN;;;;;
wohnen;kauf;haus;0;74746;Höpfingen;;143.0;550.0;6.0;0;0;0;335000.0;;;;0;0;0;NEIN;;;;;
wohnen;kauf;haus;0;97904;Dorfprozelten;;0;5611.0;0;0;0;0;490000.0;;1955;;0;0;0;NEIN;1955;;;;
wohnen;kauf;haus;0;74746;Höpfingen;;204.42;1108.0;8.0;4;2;0;315000.0;;1913;;0;0;1;JA;1913;;;;
wohnen;kauf;haus;0;97896;Freudenberg;;140.0;669.0;5.0;3;1;0;339700.0;;;Projektiert;0;0;0;NEIN;;;;;
wohnen;kauf;haus;0;97727;Fuchsstadt;;120.0;580.0;6.0;0;0;0;200000.0;;1999;;1;1;1;JA;1999;;;;
wohnen;kauf;haus;0;97727;Fuchsstadt;;0;580.0;0;0;0;0;200000.0;;1999;;0;0;0;JA;1999;;;;
wohnen;kauf;haus;0;97727;Fuchsstadt;;0;580.0;6.0;0;0;0;200000.0;;1999;;0;0;0;JA;1999;;;;
wohnen;kauf;haus;0;97422;Schweinfurt;;182.56;1076.0;0;0;0;0;300000.0;;;;0;0;0;NEIN;;;;;
wohnen;kauf;haus;0;97944;Boxberg;;200.0;387.0;0;0;0;0;56000.0;;;Teil- oder vollrenovierungsbedürftig;0;1;0;NEIN;;;;;
wohnen;kauf;haus;0;97944;Boxberg;;200.0;387.0;0;0;0;0;56000.0;;1945;;0;0;0;JA;1945;;;;
wohnen;kauf;haus;0;97727;Fuchsstadt;;223.0;580.0;6.0;0;0;0;200000.0;;;;0;0;0;NEIN;;;;;
wohnen;kauf;haus;0;97737;Gemünden;;115.0;727.0;5.0;0;2;0;180000.0;;1936;Teil- oder vollrenovierungsbedürftig;2;1;0;JA;1936;;;;
wohnen;kauf;haus;0;Bad;Windsheim;;120.0;576.0;7.0;0;0;0;350000.0;;1965;;0;0;1;JA;1992;;;;
wohnen;kauf;haus;0;97526;Reichelshof;;120.0;0;0;0;0;0;35000.0;;2010;Neuwertig;2;0;0;NEIN;2010;;;;
wohnen;kauf;haus;0;97456;Dittelbrunn;;252.0;348.0;7.5;0;0;0;429000.0;;1978;;2;1;1;NEIN;2008;;;;
wohnen;kauf;haus;0;97456;Dittelbrunn;;147.0;384.0;5.0;1;2;0;399000.0;;1976;;0;1;1;JA;1976;;;;
wohnen;kauf;haus;0;Bad;Windsheim;;150.0;521.0;6.5;4;1;0;349000.0;;1966;;3;1;1;JA;1966;;;;
wohnen;kauf;haus;0;97422;Schweinfurt;;183.0;1076.0;6.0;0;0;0;300000.0;;;;0;0;0;NEIN;;;;;
wohnen;kauf;haus;0;91593;Burgbernheim;;130.0;338.0;5.0;0;0;0;419900.0;;2020;Erstbezug;2;0;1;NEIN;2020;;;;
wohnen;kauf;haus;0;97422;Schweinfurt;;184.0;700.0;5.0;4;2;0;520000.0;;2021;Projektiert;0;0;0;NEIN;2021;;;;
wohnen;kauf;haus;0;97422;Schweinfurt;;183.0;1076.0;0;0;0;0;300000.0;;1973;;0;0;0;JA;1973;;;;
wohnen;kauf;haus;0;97848;Rechtenbach;;240.0;2998.0;7.0;0;0;0;439000.0;;;;2;1;1;JA;;;;;
wohnen;kauf;haus;0;Bad;Windsheim;;150.0;521.0;5.0;3;1;0;349000.0;;1965;;0;0;0;JA;1965;;;;
wohnen;kauf;haus;0;74744;Ahorn;;120.0;647.0;4.5;3;1;0;499475.0;;2021;Erstbezug;0;0;0;NEIN;2021;;;;
wohnen;kauf;haus;0;74744;Ahorn;;100.0;647.0;6.0;0;0;0;110000.0;;1910;Teil- oder vollrenovierungsbedürftig;0;0;0;NEIN;1910;;;;
wohnen;kauf;haus;0;91541;Rothenburg;;134.0;721.0;4.0;0;0;0;238500.0;;;Erstbezug;2;0;1;NEIN;2021;;;;
wohnen;kauf;haus;0;91541;Rothenburg;;173.0;721.0;6.0;0;0;0;267500.0;;;Erstbezug;2;0;1;NEIN;2021;;;;
wohnen;kauf;haus;0;91541;Rothenburg;;144.0;721.0;4.0;0;0;0;257500.0;;;Erstbezug;2;0;1;NEIN;2021;;;;
wohnen;kauf;haus;0;91541;Rothenburg;;144.0;721.0;5.0;0;0;0;248500.0;;;Erstbezug;2;0;1;NEIN;2021;;;;
wohnen;kauf;haus;0;91541;Rothenburg;;144.0;721.0;4.0;0;0;0;257500.0;;;Erstbezug;2;0;1;NEIN;2021;;;;
wohnen;kauf;haus;0;97904;Dorfprozelten;;128.0;292.0;5.0;4;1;0;219000.0;;1922;;0;0;0;JA;1922;;;;
wohnen;kauf;haus;0;97499;Donnersdorf;;260.0;1370.0;5.0;4;1;0;250000.0;;1970;;0;1;0;NEIN;1970;;;;
wohnen;kauf;haus;0;97422;Schweinfurt;;131.0;0;0;0;0;0;;;;Projektiert;0;0;0;JA;;;;;
wohnen;kauf;haus;0;Bad;Windsheim;;120.0;276.0;5.0;1;2;0;249000.0;;1906;Teil- oder vollsaniert;0;0;1;JA;1906;;;;
wohnen;kauf;haus;0;97499;Donnersdorf;;275.0;2828.0;0;0;0;0;369000.0;;;;0;0;0;NEIN;;;;;
wohnen;kauf;haus;0;97503;Gädheim;;95.0;340.0;3.0;2;1;0;135000.0;;1938;Teil- oder vollrenovierungsbedürftig;0;1;0;JA;1938;;;;
wohnen;kauf;haus;0;74744;Ahorn;;150.0;799.0;5.0;0;0;0;269000.0;;;;0;1;1;JA;;;;;
wohnen;kauf;haus;0;Bad;Windsheim;;420.0;360.0;8.0;0;0;0;480000.0;;1900;Altbau;0;0;0;NEIN;2004;;;;
wohnen;kauf;haus;0;97848;Rechtenbach;;134.0;711.0;4.0;0;0;0;268000.0;;2021;Projektiert;0;0;0;NEIN;2021;;;;
wohnen;kauf;haus;0;97848;Rechtenbach;;170.0;711.0;6.0;0;0;0;381000.0;;2021;Projektiert;0;0;0;JA;2021;;;;
wohnen;kauf;haus;0;97422;Schweinfurt;;163.0;392.0;6.0;0;0;0;420000.0;;1978;Teil- oder vollrenovierungsbedürftig;0;1;1;JA;1979;;;;
wohnen;kauf;haus;0;97503;Gädheim;;145.0;420.0;4.0;0;0;0;234000.0;;1937;;0;0;0;JA;2007;;;;
wohnen;kauf;haus;0;Bad;Windsheim;;355.0;990.0;7.0;4;4;0;619000.0;;1800;;0;0;1;JA;1800;;;;
wohnen;kauf;haus;0;Bad;Windsheim;;450.0;300.0;8.0;0;0;0;465000.0;;1900;Teil- oder vollrenovierungsbedürftig;0;0;0;NEIN;1900;;;;
wohnen;kauf;haus;0;97848;Rechtenbach;;134.0;577.0;4.0;0;0;0;294000.0;;;Projektiert;0;0;0;JA;;;;;
wohnen;kauf;haus;0;74575;Schrozberg;;142.0;635.0;4.0;0;0;0;296500.0;;;Erstbezug;1;0;0;NEIN;2020;;;;
wohnen;kauf;haus;0;97762;Hammelburg;;151.0;755.0;5.0;0;0;0;353800.0;;;Projektiert;0;0;0;NEIN;;;;;
wohnen;kauf;haus;0;97848;Rechtenbach;;151.0;481.0;5.0;0;0;0;369300.0;;;Projektiert;0;0;0;NEIN;;;;;
wohnen;kauf;haus;0;Bad;Windsheim;;333.0;170.0;13.0;6;3;0;199000.0;;1426;Teil- oder vollrenovierungsbedürftig;0;0;0;NEIN;1426;;;;
wohnen;kauf;haus;0;Bad;Windsheim;;565.0;250.0;15.5;0;0;0;719500.0;;1751;;4;0;0;NEIN;1751;;;;
wohnen;kauf;haus;0;97453;Schonungen;;144.0;930.0;4.0;0;0;0;283488.0;;;Erstbezug;1;0;0;NEIN;;;;;
wohnen;kauf;haus;0;97490;Poppenhausen;;194.0;301.0;6.0;4;2;0;299000.0;;1966;;0;1;1;JA;1966;;;;
wohnen;kauf;haus;0;97422;Schweinfurt;;196.0;479.0;5.5;4;1;0;375000.0;;1976;Teil- oder vollrenovierungsbedürftig;0;1;1;NEIN;1976;;;;
wohnen;kauf;haus;0;Bad;Windsheim;;170.0;100.0;8.0;0;0;0;139000.0;;1580;Teil- oder vollrenovierungsbedürftig;0;0;0;NEIN;1580;;;;
wohnen;kauf;haus;0;91541;Rothenburg;;148.0;550.0;4.0;3;1;0;479000.0;;2021;Projektiert;0;0;0;NEIN;2021;;;;
wohnen;kauf;haus;0;91541;Rothenburg;;240.0;500.0;6.0;0;0;0;750000.0;;1999;;3;1;0;JA;1999;;;;
wohnen;kauf;haus;0;97453;Schonungen;;176.0;442.0;7.0;0;0;0;340000.0;;1970;;2;0;1;JA;1970;;;;
wohnen;kauf;haus;0;97453;Schonungen;;169.0;161.0;8.0;4;3;0;239000.0;;1936;Altbau;0;0;1;JA;1936;;;;
wohnen;kauf;haus;0;91541;Rothenburg;;100.0;100.0;8.0;0;0;0;259000.0;;;;0;0;0;NEIN;;;;;
wohnen;kauf;haus;0;Markt;Taschendorf;;223.0;983.0;0;0;0;0;409000.0;;1996;;0;0;0;NEIN;1996;;;;
wohnen;kauf;haus;0;Markt;Taschendorf;;120.0;1122.0;0;0;0;0;409000.0;;1996;;0;1;1;JA;1995;;;;
wohnen;kauf;haus;1;74575;Schrozberg;;0;0;0;0;0;0;;;;Neubau;0;0;0;NEIN;;;;;
wohnen;kauf;haus;0;91541;Rothenburg;;205.28;250.0;8.0;0;0;0;835000.0;;1961;Teil- oder vollrenoviert;0;1;1;JA;1961;;;;
wohnen;kauf;haus;0;97453;Schonungen;;100.0;456.0;4.0;3;2;0;139600.0;;1956;Teil- oder vollrenovierungsbedürftig;0;1;1;JA;1956;;;;
wohnen;kauf;haus;0;Markt;Taschendorf;;136.0;737.0;7.0;0;0;0;365000.0;;1979;;0;1;1;JA;1979;;;;
wohnen;kauf;haus;0;97453;Schonungen;;180.29;1060.0;6.0;0;0;0;276000.0;;1929;Altbau;0;1;1;JA;1969;;;;
wohnen;kauf;haus;0;91541;Rothenburg;;140.0;196.0;5.0;0;2;0;219000.0;;1982;Teil- oder vollrenovierungsbedürftig;0;1;1;JA;1982;;;;
wohnen;kauf;haus;0;74575;Schrozberg;;132.0;206.0;6.0;0;1;0;289000.0;;1999;;0;0;0;JA;1999;;;;
wohnen;kauf;haus;0;74677;Dörzbach;;128.0;590.0;4.0;3;0;0;325100.0;;2021;Projektiert;0;0;0;NEIN;2021;;;;
wohnen;kauf;haus;0;91541;Rothenburg;;55.0;175.0;9.0;0;0;0;419000.0;;1949;;0;0;0;NEIN;1949;;;;
wohnen;kauf;haus;1;97503;Gädheim;;180.0;800.0;4.0;0;0;0;298500.0;;1982;Neubau;0;1;1;NEIN;1982;;;;
wohnen;kauf;haus;0;91541;Rothenburg;;125.0;136.0;5.0;2;1;0;129000.0;;1904;Teil- oder vollrenovierungsbedürftig;0;0;1;JA;1904;;;;
